type,name,count,density,num_components,largest_component_diameter,transitivity
edge,C1700942,32,0.00015407578602725215,645,0,0.0
edge,C0851845,10,4.81486831335163e-05,645,0,0.0
edge,C0877225,154,0.000741489720256151,645,0,0.0
edge,C0004936,154,0.000741489720256151,645,0,0.0
edge,C0949690,263,0.0012663103664114787,645,0,0.0
edge,C0033771,19,9.148249795368096e-05,645,0,0.0
edge,C0948425,36,0.00017333525928065868,645,0,0.0
edge,C0920103,47,0.0002262988107275266,645,0,0.0
edge,C0007193,129,0.0006211180124223603,645,0,0.0
edge,C0152193,50,0.00024074341566758149,645,0,0.0
edge,C0151604,3,1.444460494005489e-05,645,0,0.0
edge,C0860967,3,1.444460494005489e-05,645,0,0.0
edge,C0151602,17,8.185276132697771e-05,645,0,0.0
edge,C0497365,120,0.0005777841976021956,645,0,0.0
edge,C0151601,9,4.333381482016467e-05,645,0,0.0
edge,C1535950,49,0.00023592854735422986,645,0,0.0
edge,C0542571,99,0.00047667196302181135,645,0,0.0
edge,C0241266,102,0.0004911165679618662,645,0,0.0
edge,C0883409,4,1.925947325340652e-05,645,0,0.0
edge,C0237938,42,0.00020222446916076846,645,0,0.0
edge,C0349506,83,0.0003996340700081853,645,0,0.0
edge,C0553692,2,9.62973662670326e-06,645,0,0.0
edge,C0042421,9,4.333381482016467e-05,645,0,0.0
edge,C1096444,25,0.00012037170783379074,645,0,0.0
edge,C2979982,41,0.00019740960084741683,645,0,0.0
edge,C0948089,121,0.0005825990659155472,645,0,0.0
edge,C0743680,42,0.00020222446916076846,645,0,0.0
edge,C1142474,131,0.0006307477490490635,645,0,0.0
edge,C0239729,24,0.00011555683952043912,645,0,0.0
edge,C0948087,26,0.00012518657614714237,645,0,0.0
edge,C0085612,43,0.00020703933747412008,645,0,0.0
edge,C0549297,32,0.00015407578602725215,645,0,0.0
edge,C1262063,6,2.888920988010978e-05,645,0,0.0
edge,C0855333,81,0.00039000433338148204,645,0,0.0
edge,C0013609,68,0.00032741104530791085,645,0,0.0
edge,C0340574,29,0.00013963118108719727,645,0,0.0
edge,C0009450,186,0.0008955655062834032,645,0,0.0
edge,C0021053,141,0.0006788964321825798,645,0,0.0
edge,C0853649,36,0.00017333525928065868,645,0,0.0
edge,C0221203,9,4.333381482016467e-05,645,0,0.0
edge,C0266998,50,0.00024074341566758149,645,0,0.0
edge,C0013378,257,0.0012374211565313689,645,0,0.0
edge,C0151740,70,0.0003370407819346141,645,0,0.0
edge,C1142115,40,0.0001925947325340652,645,0,0.0
edge,C0400823,35,0.00016852039096730705,645,0,0.0
edge,C0542007,2,9.62973662670326e-06,645,0,0.0
edge,C1535939,97,0.0004670422263951081,645,0,0.0
edge,C1522378,3,1.444460494005489e-05,645,0,0.0
edge,C2937358,25,0.00012037170783379074,645,0,0.0
edge,C0854629,7,3.370407819346141e-05,645,0,0.0
edge,C0015397,231,0.0011122345803842265,645,0,0.0
edge,C0204324,145,0.0006981559054359863,645,0,0.0
edge,C0851664,5,2.407434156675815e-05,645,0,0.0
edge,C0017612,26,0.00012518657614714237,645,0,0.0
edge,C0541923,1,4.81486831335163e-06,645,0,0.0
edge,C0185240,193,0.0009292695844768645,645,0,0.0
edge,C1112320,65,0.0003129664403678559,645,0,0.0
edge,C0333243,5,2.407434156675815e-05,645,0,0.0
edge,C0267792,124,0.0005970436708556021,645,0,0.0
edge,C0234913,44,0.0002118542057874717,645,0,0.0
edge,C0156238,9,4.333381482016467e-05,645,0,0.0
edge,C0424813,15,7.222302470027445e-05,645,0,0.0
edge,C0151905,273,0.0013144590495449949,645,0,0.0
edge,C0040053,41,0.00019740960084741683,645,0,0.0
edge,C0027765,185,0.0008907506379700515,645,0,0.0
edge,C0948014,51,0.0002455582839809331,645,0,0.0
edge,C0007760,59,0.00028407723048774617,645,0,0.0
edge,C0859667,45,0.00021666907410082333,645,0,0.0
edge,C0520803,148,0.0007126005103760412,645,0,0.0
edge,C0268000,29,0.00013963118108719727,645,0,0.0
edge,C0746883,174,0.0008377870865231836,645,0,0.0
edge,C0085641,26,0.00012518657614714237,645,0,0.0
edge,C0085642,73,0.000351485386874669,645,0,0.0
edge,C0041364,85,0.00040926380663488854,645,0,0.0
edge,C0234934,1,4.81486831335163e-06,645,0,0.0
edge,C1258215,38,0.00018296499590736193,645,0,0.0
edge,C0236065,75,0.00036111512350137223,645,0,0.0
edge,C0877318,19,9.148249795368096e-05,645,0,0.0
edge,C0476280,171,0.0008233424815831288,645,0,0.0
edge,C3665347,38,0.00018296499590736193,645,0,0.0
edge,C0156308,20,9.62973662670326e-05,645,0,0.0
edge,C0341402,19,9.148249795368096e-05,645,0,0.0
edge,C0271412,48,0.00023111367904087824,645,0,0.0
edge,C0011071,130,0.0006259328807357118,645,0,0.0
edge,C0851353,114,0.0005488949877220858,645,0,0.0
edge,C0948048,177,0.0008522316914632385,645,0,0.0
edge,C0851354,82,0.00039481920169483366,645,0,0.0
edge,C0919980,68,0.00032741104530791085,645,0,0.0
edge,C1262102,17,8.185276132697771e-05,645,0,0.0
edge,C0153467,3,1.444460494005489e-05,645,0,0.0
edge,C0852802,136,0.0006548220906158217,645,0,0.0
edge,C1608945,61,0.0002937069671144494,645,0,0.0
edge,C0849925,2,9.62973662670326e-06,645,0,0.0
edge,C0023473,4,1.925947325340652e-05,645,0,0.0
edge,C0264695,9,4.333381482016467e-05,645,0,0.0
edge,C0000734,67,0.00032259617699455917,645,0,0.0
edge,C0178298,172,0.0008281573498964803,645,0,0.0
edge,C0151644,12,5.777841976021956e-05,645,0,0.0
edge,C0023212,7,3.370407819346141e-05,645,0,0.0
edge,C1167760,65,0.0003129664403678559,645,0,0.0
edge,C0151313,68,0.00032741104530791085,645,0,0.0
edge,C0547030,87,0.0004188935432615918,645,0,0.0
edge,C0281982,42,0.00020222446916076846,645,0,0.0
edge,C0010828,6,2.888920988010978e-05,645,0,0.0
edge,C0853034,178,0.0008570465597765901,645,0,0.0
edge,C0521471,1,4.81486831335163e-06,645,0,0.0
edge,C0162285,21,0.00010111223458038423,645,0,0.0
edge,C0162287,68,0.00032741104530791085,645,0,0.0
edge,C0234916,4,1.925947325340652e-05,645,0,0.0
edge,C1262036,17,8.185276132697771e-05,645,0,0.0
edge,C3160858,6,2.888920988010978e-05,645,0,0.0
edge,C0473120,43,0.00020703933747412008,645,0,0.0
edge,C0748536,12,5.777841976021956e-05,645,0,0.0
edge,C0302858,19,9.148249795368096e-05,645,0,0.0
edge,C0206277,28,0.00013481631277384565,645,0,0.0
edge,C0015371,91,0.0004381530165149983,645,0,0.0
edge,C0949040,160,0.0007703789301362608,645,0,0.0
edge,C0856054,278,0.001338533391111753,645,0,0.0
edge,C0231926,7,3.370407819346141e-05,645,0,0.0
edge,C1608969,84,0.0004044489383215369,645,0,0.0
edge,C0855395,2,9.62973662670326e-06,645,0,0.0
edge,C0175167,2,9.62973662670326e-06,645,0,0.0
edge,C0522178,47,0.0002262988107275266,645,0,0.0
edge,C0426597,49,0.00023592854735422986,645,0,0.0
edge,C1806780,40,0.0001925947325340652,645,0,0.0
edge,C0043121,14,6.740815638692282e-05,645,0,0.0
edge,C0234146,91,0.0004381530165149983,645,0,0.0
edge,C0234233,37,0.0001781501275940103,645,0,0.0
edge,C0403592,20,9.62973662670326e-05,645,0,0.0
edge,C0521591,103,0.0004959314362752179,645,0,0.0
edge,C0302809,94,0.0004525976214550532,645,0,0.0
edge,C0476434,101,0.0004863016996485146,645,0,0.0
edge,C0549395,75,0.00036111512350137223,645,0,0.0
edge,C1112256,31,0.00014926091771390052,645,0,0.0
edge,C0231230,2,9.62973662670326e-06,645,0,0.0
edge,C0192863,58,0.00027926236217439454,645,0,0.0
edge,C0233718,16,7.703789301362607e-05,645,0,0.0
edge,C0520966,152,0.0007318599836294477,645,0,0.0
edge,C1869048,91,0.0004381530165149983,645,0,0.0
edge,C0553732,60,0.0002888920988010978,645,0,0.0
edge,C1096730,266,0.0012807549713515335,645,0,0.0
edge,C0028643,55,0.00026481775723433967,645,0,0.0
edge,C1869046,73,0.000351485386874669,645,0,0.0
edge,C0234458,135,0.00065000722230247,645,0,0.0
edge,C0376405,122,0.0005874139342288988,645,0,0.0
edge,C1535881,106,0.0005103760412152727,645,0,0.0
edge,C0853777,181,0.000871491164716645,645,0,0.0
edge,C0852990,2,9.62973662670326e-06,645,0,0.0
edge,C0476320,7,3.370407819346141e-05,645,0,0.0
edge,C0600104,27,0.000130001444460494,645,0,0.0
edge,C0521849,196,0.0009437141894169194,645,0,0.0
edge,C1696153,93,0.0004477827531417016,645,0,0.0
edge,C0236663,31,0.00014926091771390052,645,0,0.0
edge,C0032541,4,1.925947325340652e-05,645,0,0.0
edge,C0085623,62,0.00029852183542780105,645,0,0.0
edge,C1869039,162,0.0007800086667629641,645,0,0.0
edge,C0542313,63,0.00030333670374115267,645,0,0.0
edge,C0038587,72,0.00034667051856131735,645,0,0.0
edge,C0520887,90,0.00043333814820164666,645,0,0.0
edge,C0002957,104,0.0005007463045885695,645,0,0.0
edge,C0156439,90,0.00043333814820164666,645,0,0.0
edge,C0233471,47,0.0002262988107275266,645,0,0.0
edge,C0877269,1,4.81486831335163e-06,645,0,0.0
edge,C0520587,28,0.00013481631277384565,645,0,0.0
edge,C0013240,37,0.0001781501275940103,645,0,0.0
edge,C0239295,113,0.0005440801194087342,645,0,0.0
edge,C0347623,90,0.00043333814820164666,645,0,0.0
edge,C0408591,67,0.00032259617699455917,645,0,0.0
edge,C0686619,89,0.00042852327988829504,645,0,0.0
edge,C0024887,88,0.0004237084115749434,645,0,0.0
edge,C0267827,88,0.0004237084115749434,645,0,0.0
edge,C0542525,73,0.000351485386874669,645,0,0.0
edge,C0302295,35,0.00016852039096730705,645,0,0.0
edge,C1704204,111,0.0005344503827820309,645,0,0.0
edge,C0151474,16,7.703789301362607e-05,645,0,0.0
edge,C0852733,107,0.0005151909095286244,645,0,0.0
edge,C0185216,144,0.0006933410371226347,645,0,0.0
edge,C1869070,144,0.0006933410371226347,645,0,0.0
edge,C0036600,53,0.00025518802060763636,645,0,0.0
edge,C0036601,19,9.148249795368096e-05,645,0,0.0
edge,C0869219,159,0.0007655640618229091,645,0,0.0
edge,C0852810,67,0.00032259617699455917,645,0,0.0
edge,C0877025,177,0.0008522316914632385,645,0,0.0
edge,C0919873,74,0.0003563002551880206,645,0,0.0
edge,C0919875,114,0.0005488949877220858,645,0,0.0
edge,C0242350,141,0.0006788964321825798,645,0,0.0
edge,C0263870,57,0.0002744474938610429,645,0,0.0
edge,C0521839,172,0.0008281573498964803,645,0,0.0
edge,C0919672,197,0.0009485290577302711,645,0,0.0
edge,C0086588,14,6.740815638692282e-05,645,0,0.0
edge,C0856977,97,0.0004670422263951081,645,0,0.0
edge,C0948649,68,0.00032741104530791085,645,0,0.0
edge,C1168019,16,7.703789301362607e-05,645,0,0.0
edge,C0853089,46,0.00022148394241417498,645,0,0.0
edge,C1869050,92,0.00044296788482834997,645,0,0.0
edge,C0151691,74,0.0003563002551880206,645,0,0.0
edge,C0085076,54,0.000260002888920988,645,0,0.0
edge,C0855242,15,7.222302470027445e-05,645,0,0.0
edge,C0154472,57,0.0002744474938610429,645,0,0.0
edge,C0221470,59,0.00028407723048774617,645,0,0.0
edge,C0853018,49,0.00023592854735422986,645,0,0.0
edge,C0948322,126,0.0006066734074823053,645,0,0.0
edge,C0238729,52,0.00025037315229428474,645,0,0.0
edge,C0020903,41,0.00019740960084741683,645,0,0.0
edge,C0854612,43,0.00020703933747412008,645,0,0.0
edge,C0852911,231,0.0011122345803842265,645,0,0.0
edge,C0151667,41,0.00019740960084741683,645,0,0.0
edge,C0151662,197,0.0009485290577302711,645,0,0.0
edge,C0038273,13,6.259328807357118e-05,645,0,0.0
edge,C0239333,48,0.00023111367904087824,645,0,0.0
edge,C0155387,109,0.0005248206461553277,645,0,0.0
edge,C0860112,82,0.00039481920169483366,645,0,0.0
edge,C2363825,67,0.00032259617699455917,645,0,0.0
edge,C0853206,19,9.148249795368096e-05,645,0,0.0
edge,C0876999,35,0.00016852039096730705,645,0,0.0
edge,C0038435,2,9.62973662670326e-06,645,0,0.0
edge,C0856812,100,0.00048148683133516297,645,0,0.0
edge,C0027609,36,0.00017333525928065868,645,0,0.0
edge,C2242996,40,0.0001925947325340652,645,0,0.0
edge,C0162557,93,0.0004477827531417016,645,0,0.0
edge,C1504424,20,9.62973662670326e-05,645,0,0.0
edge,C1869096,116,0.0005585247243487891,645,0,0.0
edge,C0747752,38,0.00018296499590736193,645,0,0.0
edge,C0392185,15,7.222302470027445e-05,645,0,0.0
edge,C0425130,19,9.148249795368096e-05,645,0,0.0
edge,C0236062,33,0.00015889065434060377,645,0,0.0
edge,C0277730,11,5.296355144686793e-05,645,0,0.0
edge,C0877314,81,0.00039000433338148204,645,0,0.0
edge,C0233632,124,0.0005970436708556021,645,0,0.0
edge,C0948594,135,0.00065000722230247,645,0,0.0
edge,C0520677,94,0.0004525976214550532,645,0,0.0
edge,C0158889,67,0.00032259617699455917,645,0,0.0
edge,C0520775,12,5.777841976021956e-05,645,0,0.0
edge,C0549249,195,0.0009388993211035678,645,0,0.0
edge,C0160390,99,0.00047667196302181135,645,0,0.0
edge,C0195495,45,0.00021666907410082333,645,0,0.0
edge,C0241237,108,0.000520005777841976,645,0,0.0
edge,C0086525,13,6.259328807357118e-05,645,0,0.0
edge,C0684550,125,0.0006018585391689538,645,0,0.0
edge,C1696685,89,0.00042852327988829504,645,0,0.0
edge,C1964002,149,0.0007174153786893929,645,0,0.0
edge,C0235309,36,0.00017333525928065868,645,0,0.0
edge,C1328320,83,0.0003996340700081853,645,0,0.0
edge,C1168207,169,0.0008137127449564254,645,0,0.0
edge,C0877107,2,9.62973662670326e-06,645,0,0.0
edge,C0341697,179,0.0008618614280899418,645,0,0.0
edge,C0035232,26,0.00012518657614714237,645,0,0.0
edge,C0855476,29,0.00013963118108719727,645,0,0.0
edge,C0162119,33,0.00015889065434060377,645,0,0.0
edge,C1142166,7,3.370407819346141e-05,645,0,0.0
edge,C2363856,1,4.81486831335163e-06,645,0,0.0
edge,C0854029,62,0.00029852183542780105,645,0,0.0
edge,C0341742,4,1.925947325340652e-05,645,0,0.0
edge,C0541799,12,5.777841976021956e-05,645,0,0.0
edge,C0234238,22,0.00010592710289373585,645,0,0.0
edge,C0860796,14,6.740815638692282e-05,645,0,0.0
edge,C1262083,5,2.407434156675815e-05,645,0,0.0
edge,C1291077,20,9.62973662670326e-05,645,0,0.0
edge,C0036980,13,6.259328807357118e-05,645,0,0.0
edge,C1699631,119,0.0005729693292888439,645,0,0.0
edge,C0877213,55,0.00026481775723433967,645,0,0.0
edge,C0855642,4,1.925947325340652e-05,645,0,0.0
edge,C0852913,104,0.0005007463045885695,645,0,0.0
edge,C0948436,24,0.00011555683952043912,645,0,0.0
edge,C1112386,26,0.00012518657614714237,645,0,0.0
edge,C1167940,57,0.0002744474938610429,645,0,0.0
edge,C0006110,77,0.0003707448601280755,645,0,0.0
edge,C0029132,43,0.00020703933747412008,645,0,0.0
edge,C0340161,7,3.370407819346141e-05,645,0,0.0
edge,C0277885,75,0.00036111512350137223,645,0,0.0
edge,C0277884,133,0.0006403774856757668,645,0,0.0
edge,C0409974,19,9.148249795368096e-05,645,0,0.0
edge,C0150450,113,0.0005440801194087342,645,0,0.0
edge,C0030232,45,0.00021666907410082333,645,0,0.0
edge,C0149504,96,0.00046222735808175647,645,0,0.0
edge,C0861113,108,0.000520005777841976,645,0,0.0
edge,C0239134,183,0.0008811209013433483,645,0,0.0
edge,C0235996,204,0.0009822331359237324,645,0,0.0
edge,C0007273,70,0.0003370407819346141,645,0,0.0
edge,C0853321,3,1.444460494005489e-05,645,0,0.0
edge,C0853759,38,0.00018296499590736193,645,0,0.0
edge,C0853692,196,0.0009437141894169194,645,0,0.0
edge,C0037274,208,0.001001492609177139,645,0,0.0
edge,C1735340,88,0.0004237084115749434,645,0,0.0
edge,C0232493,22,0.00010592710289373585,645,0,0.0
edge,C0001139,38,0.00018296499590736193,645,0,0.0
edge,C1699501,12,5.777841976021956e-05,645,0,0.0
edge,C1740795,25,0.00012037170783379074,645,0,0.0
edge,C0347621,65,0.0003129664403678559,645,0,0.0
edge,C0040479,44,0.0002118542057874717,645,0,0.0
edge,C0011946,177,0.0008522316914632385,645,0,0.0
edge,C0877639,10,4.81486831335163e-05,645,0,0.0
edge,C0541782,12,5.777841976021956e-05,645,0,0.0
edge,C0264909,3,1.444460494005489e-05,645,0,0.0
edge,C0235475,57,0.0002744474938610429,645,0,0.0
edge,C0549386,15,7.222302470027445e-05,645,0,0.0
edge,C0858635,162,0.0007800086667629641,645,0,0.0
edge,C1869051,103,0.0004959314362752179,645,0,0.0
edge,C0853149,165,0.0007944532717030189,645,0,0.0
edge,C0153677,24,0.00011555683952043912,645,0,0.0
edge,C1720775,154,0.000741489720256151,645,0,0.0
edge,C0391996,30,0.0001444460494005489,645,0,0.0
edge,C1142152,5,2.407434156675815e-05,645,0,0.0
edge,C0267048,20,9.62973662670326e-05,645,0,0.0
edge,C0026961,51,0.0002455582839809331,645,0,0.0
edge,C0238706,19,9.148249795368096e-05,645,0,0.0
edge,C0861149,2,9.62973662670326e-06,645,0,0.0
edge,C1262000,15,7.222302470027445e-05,645,0,0.0
edge,C0152179,6,2.888920988010978e-05,645,0,0.0
edge,C0854385,40,0.0001925947325340652,645,0,0.0
edge,C0948353,52,0.00025037315229428474,645,0,0.0
edge,C0948354,4,1.925947325340652e-05,645,0,0.0
edge,C0220994,67,0.00032259617699455917,645,0,0.0
edge,C0152198,37,0.0001781501275940103,645,0,0.0
edge,C0853088,6,2.888920988010978e-05,645,0,0.0
edge,C0024633,43,0.00020703933747412008,645,0,0.0
edge,C0728899,11,5.296355144686793e-05,645,0,0.0
edge,C0856103,149,0.0007174153786893929,645,0,0.0
edge,C0854133,182,0.0008763060330299966,645,0,0.0
edge,C0276688,18,8.666762964032934e-05,645,0,0.0
edge,C0010520,33,0.00015889065434060377,645,0,0.0
edge,C0235874,270,0.00130001444460494,645,0,0.0
edge,C0236037,21,0.00010111223458038423,645,0,0.0
edge,C0281981,8,3.851894650681304e-05,645,0,0.0
edge,C0151539,224,0.0010785305021907652,645,0,0.0
edge,C0853644,15,7.222302470027445e-05,645,0,0.0
edge,C0151622,28,0.00013481631277384565,645,0,0.0
edge,C0546817,210,0.0010111223458038423,645,0,0.0
edge,C0231919,19,9.148249795368096e-05,645,0,0.0
edge,C0919706,29,0.00013963118108719727,645,0,0.0
edge,C0855625,73,0.000351485386874669,645,0,0.0
edge,C0920251,40,0.0001925947325340652,645,0,0.0
edge,C0007166,56,0.0002696326255476913,645,0,0.0
edge,C0242645,12,5.777841976021956e-05,645,0,0.0
edge,C0012739,172,0.0008281573498964803,645,0,0.0
edge,C0853204,25,0.00012037170783379074,645,0,0.0
edge,C1536001,26,0.00012518657614714237,645,0,0.0
edge,C0151907,188,0.0009051952429101064,645,0,0.0
edge,C0018794,42,0.00020222446916076846,645,0,0.0
edge,C0398795,17,8.185276132697771e-05,645,0,0.0
edge,C0948605,109,0.0005248206461553277,645,0,0.0
edge,C0022354,52,0.00025037315229428474,645,0,0.0
edge,C0023976,32,0.00015407578602725215,645,0,0.0
edge,C0842860,70,0.0003370407819346141,645,0,0.0
edge,C0037384,86,0.00041407867494824016,645,0,0.0
edge,C0011570,120,0.0005777841976021956,645,0,0.0
edge,C0854075,76,0.00036592999181472385,645,0,0.0
edge,C0424296,40,0.0001925947325340652,645,0,0.0
edge,C0877658,5,2.407434156675815e-05,645,0,0.0
edge,C0333549,7,3.370407819346141e-05,645,0,0.0
edge,C0151563,39,0.00018777986422071355,645,0,0.0
edge,C0858621,89,0.00042852327988829504,645,0,0.0
edge,C0151569,33,0.00015889065434060377,645,0,0.0
edge,C1096304,16,7.703789301362607e-05,645,0,0.0
edge,C0549410,76,0.00036592999181472385,645,0,0.0
edge,C0863070,26,0.00012518657614714237,645,0,0.0
edge,C1167905,12,5.777841976021956e-05,645,0,0.0
edge,C0232208,3,1.444460494005489e-05,645,0,0.0
edge,C0580413,49,0.00023592854735422986,645,0,0.0
edge,C0429097,10,4.81486831335163e-05,645,0,0.0
edge,C0151814,130,0.0006259328807357118,645,0,0.0
edge,C0234918,3,1.444460494005489e-05,645,0,0.0
edge,C0262469,52,0.00025037315229428474,645,0,0.0
edge,C0086168,3,1.444460494005489e-05,645,0,0.0
edge,C1328321,62,0.00029852183542780105,645,0,0.0
edge,C0232197,41,0.00019740960084741683,645,0,0.0
edge,C0700590,105,0.0005055611729019212,645,0,0.0
edge,C0742906,150,0.0007222302470027445,645,0,0.0
edge,C1737214,7,3.370407819346141e-05,645,0,0.0
edge,C0015376,30,0.0001444460494005489,645,0,0.0
edge,C0576091,10,4.81486831335163e-05,645,0,0.0
edge,C1536116,73,0.000351485386874669,645,0,0.0
edge,C0679254,132,0.0006355626173624151,645,0,0.0
edge,C0263555,17,8.185276132697771e-05,645,0,0.0
edge,C0040156,4,1.925947325340652e-05,645,0,0.0
edge,C1112362,9,4.333381482016467e-05,645,0,0.0
edge,C0877055,88,0.0004237084115749434,645,0,0.0
edge,C0151828,46,0.00022148394241417498,645,0,0.0
edge,C1112153,84,0.0004044489383215369,645,0,0.0
edge,C0018994,11,5.296355144686793e-05,645,0,0.0
edge,C0231835,173,0.000832972218209832,645,0,0.0
edge,C0241136,72,0.00034667051856131735,645,0,0.0
edge,C0085608,19,9.148249795368096e-05,645,0,0.0
edge,C0542184,17,8.185276132697771e-05,645,0,0.0
edge,C0263540,37,0.0001781501275940103,645,0,0.0
edge,C0234131,100,0.00048148683133516297,645,0,0.0
